,telecommuting,has_company_logo,has_questions,fraudulent,text_len
2981,0,1,1,0,1466
2982,0,1,1,0,1030
2983,0,1,1,0,1126
2984,0,0,1,0,2107
2985,0,1,0,0,118
2986,0,1,0,0,582
2987,0,1,1,0,2935
2988,0,1,0,0,1201
2989,0,1,1,0,3146
2990,0,1,0,0,2615
2991,0,1,0,0,1279
2992,1,1,1,0,3582
2993,0,1,0,0,973
2994,0,1,0,0,1525
2995,0,1,1,0,574
2996,0,1,1,0,1114
2997,0,1,0,0,2506
2998,0,1,1,0,2701
2999,0,1,1,0,1835
3000,0,1,0,0,2300
3001,0,1,0,0,2116
3002,0,1,1,0,1515
3003,0,0,1,0,2047
3004,0,0,0,0,1109
3005,0,1,0,0,2317
3006,0,1,0,0,1612
3007,0,1,0,0,1429
3008,0,1,0,0,2282
3009,1,1,1,0,2578
3010,0,1,1,0,2438
3011,0,1,0,0,2569
3012,0,1,1,0,2189
3013,0,0,0,0,595
3014,0,1,1,0,2677
3015,0,1,0,0,2439
3016,0,1,1,0,916
3017,0,1,0,0,2247
3018,0,0,1,0,2609
3019,0,0,0,0,879
3020,0,1,1,0,2631
3021,0,0,1,0,1028
3022,0,0,0,0,815
3023,0,0,0,0,1670
3024,0,0,0,0,1078
3025,0,1,0,0,2317
3026,0,0,0,0,1368
3027,0,0,0,0,800
3028,0,1,1,0,4743
3029,0,0,0,0,1408
3030,0,0,0,0,934
3031,1,1,1,0,2404
3032,0,0,0,0,1012
3033,0,1,1,0,211
3034,0,1,1,0,1600
3035,0,1,1,0,2809
3036,1,1,0,0,1589
3037,0,0,0,0,3522
3038,0,1,1,0,939
3039,0,1,0,0,1896
3040,0,1,1,0,1879
3041,0,1,1,0,1885
3042,0,1,1,0,1720
3043,0,1,1,0,2790
3044,0,1,1,0,2263
3045,0,1,1,0,2043
3046,0,0,0,0,725
3047,0,0,1,0,3448
3048,0,0,0,0,1911
3049,0,0,0,0,2649
3050,0,1,1,0,2768
3051,0,1,1,0,1438
3052,0,0,1,0,1962
3053,0,1,1,0,3673
3054,0,1,0,0,2482
3055,0,0,0,1,1816
3056,0,1,1,0,2528
3057,0,1,1,0,1896
3058,0,1,1,0,2131
3059,0,1,0,0,1592
3060,1,1,1,0,5085
3061,0,1,1,0,3062
3062,0,1,0,0,2597
3063,0,1,1,0,2468
3064,0,1,0,0,3354
3065,0,1,1,0,2076
3066,0,1,1,0,2164
3067,0,1,0,0,1684
3068,0,1,0,0,1500
3069,0,1,0,0,1902
3070,1,1,1,0,2942
3071,0,1,0,0,2886
3072,0,1,1,0,1695
3073,0,1,1,0,3604
3074,0,0,1,0,2498
3075,0,1,1,0,4052
3076,0,0,0,0,867
3077,0,1,0,0,2545
3078,0,1,1,0,2909
3080,0,1,0,0,3495
3081,0,0,0,0,3460
3082,0,0,1,0,1436
3083,0,0,1,0,314
3084,0,1,0,0,1984
3085,0,1,1,0,2317
3086,0,0,1,0,483
3087,0,1,1,0,1442
3088,0,1,1,0,2329
3089,0,0,1,0,1592
3090,0,0,1,0,3918
3091,0,1,0,0,3089
3092,0,1,0,0,2255
3093,0,1,1,0,3342
3094,0,1,1,0,2509
3095,0,1,0,0,2451
3096,1,1,0,0,1955
3097,0,1,0,0,1875
3098,0,1,1,0,3060
3099,0,1,0,0,4732
3100,0,1,1,0,1907
3101,0,1,0,0,1521
3102,1,1,1,0,4388
3103,0,1,1,0,3002
3104,0,0,0,0,499
3105,0,1,1,0,2355
3106,0,1,0,0,2121
3107,0,1,1,0,4507
3108,0,0,1,0,1269
3109,0,1,0,0,1432
3110,0,1,0,0,1719
3111,0,1,0,0,1998
3112,0,1,1,0,2988
3113,0,1,0,0,2472
3114,0,1,0,0,1851
3115,0,1,0,0,2245
3116,0,1,0,0,1447
3117,0,1,1,0,1089
3118,0,1,0,0,2476
3119,0,1,0,0,2501
3120,0,1,0,0,2152
3121,0,0,0,0,3279
3122,0,1,1,0,3047
3123,0,1,0,0,1711
3124,1,1,0,0,1670
3125,0,1,0,0,726
3126,0,1,1,0,4778
3127,0,0,0,0,762
3128,0,1,1,0,4881
3129,0,1,1,0,3136
3130,0,1,1,0,3295
3131,0,1,1,0,1449
3133,0,1,1,0,3814
3134,0,1,1,0,3475
3135,0,1,1,0,1138
3136,0,1,1,0,1693
3137,0,1,1,0,1657
3138,0,1,0,0,1244
3139,0,1,0,0,1795
3140,0,1,0,0,3578
3141,0,1,1,0,2879
3142,0,1,0,0,1528
3143,0,0,1,0,2806
3144,0,1,1,0,4110
3145,0,0,1,0,2663
3146,0,0,0,1,1714
3147,0,1,0,0,2126
3148,0,1,1,0,1433
3149,0,1,1,0,962
3150,0,1,1,0,2173
3151,0,1,0,0,838
3152,0,1,0,0,2477
3153,0,1,1,0,1156
3154,0,1,1,0,4564
3155,0,1,1,0,2482
3156,0,1,0,0,2266
3157,0,1,1,0,981
3158,0,1,0,0,1587
3159,0,1,1,0,1552
3160,0,1,1,0,2096
3161,0,1,1,0,1492
3162,0,1,0,0,1650
3163,0,1,0,0,2632
3164,0,1,1,0,1817
3165,0,1,1,0,2587
3166,1,0,1,1,961
3167,0,1,0,0,4469
3168,0,1,1,0,467
3169,0,1,0,0,909
3170,0,1,1,0,982
3171,0,1,0,0,1531
3172,0,1,0,0,1787
3173,0,1,1,0,1902
3174,0,1,0,0,1779
3175,1,0,1,1,1090
3176,0,1,1,0,972
3177,0,0,0,0,647
3178,0,0,0,0,421
3179,0,0,0,1,912
3180,0,1,0,0,4626
3181,1,1,0,0,586
3182,0,0,0,1,925
3183,0,1,1,0,1899
3184,1,1,1,0,2084
3185,0,0,0,1,914
3186,0,1,0,0,2478
3187,0,1,1,0,3712
3188,0,1,1,0,3886
3189,0,0,0,1,913
3190,0,0,0,1,916
3191,0,0,0,0,1253
3192,0,1,1,0,518
3193,0,1,1,0,2275
3194,0,0,0,1,748
3195,0,1,1,0,2081
3196,0,1,0,0,2056
3197,0,0,1,0,1434
3198,0,0,0,1,748
3199,1,1,1,0,914
3200,0,0,0,0,3768
3201,0,1,0,0,540
3202,0,0,0,0,2197
3203,0,1,1,0,1903
3204,0,1,1,0,1824
3205,0,1,0,0,1898
3206,0,1,1,0,1724
3207,0,1,0,0,3621
3208,0,1,1,0,1684
3209,0,0,1,0,1349
3210,0,1,1,0,1270
3211,0,0,1,0,628
3212,0,1,0,0,4210
3213,0,1,1,0,2382
3214,0,1,1,0,2037
3215,0,1,0,0,1170
3216,0,0,1,0,2513
3217,0,0,0,0,1489
3218,0,0,0,0,877
3219,0,1,1,0,2382
3221,0,1,1,0,877
3222,0,0,1,0,2116
3223,0,1,1,0,646
3224,0,1,0,0,2476
3225,0,1,0,0,3249
3226,0,1,1,0,1280
3227,0,1,1,0,1289
3228,0,1,1,0,1025
3229,0,1,1,0,1605
3230,0,1,1,1,4894
3231,0,0,0,0,373
3233,0,1,0,0,2815
3234,0,1,1,0,1186
3235,0,1,1,0,2219
3236,0,1,1,0,1587
3237,0,0,1,0,378
3238,0,0,1,0,1405
3239,0,1,1,0,2001
3240,1,1,0,0,2152
3241,0,1,1,0,1635
3242,0,1,1,1,1359
3243,0,1,1,0,3058
3244,0,1,1,0,1288
3245,0,0,0,0,705
3246,0,0,1,0,800
3247,0,0,0,0,874
3249,0,1,1,0,2410
3250,0,1,1,0,2596
3251,0,1,1,0,1895
3252,0,0,1,0,1130
3253,0,1,1,0,2636
3254,0,0,1,0,936
3255,0,1,1,0,1086
3257,0,0,1,0,1239
3258,0,1,0,0,833
3259,0,0,0,0,766
3260,0,1,1,0,2448
3261,1,1,1,0,1054
3262,0,1,1,0,2621
3263,0,0,1,0,2599
3264,1,1,0,0,2045
3265,0,1,1,0,1812
3266,0,1,1,0,2632
3267,0,1,0,0,2979
3268,0,0,1,0,1217
3269,0,1,1,1,1982
3270,0,1,1,0,1370
3271,0,1,1,0,3067
3272,0,1,1,0,2447
3273,1,1,0,0,2309
3274,0,0,1,1,3042
3275,0,0,1,0,829
3276,0,1,1,0,1413
3277,0,1,0,0,1832
3278,0,1,1,0,2545
3279,0,1,1,0,2321
3280,0,1,0,0,2151
3281,0,1,0,0,2246
3282,1,1,1,0,1109
3283,0,1,1,0,506
3284,1,0,1,0,704
3285,0,1,1,0,5169
3286,0,1,0,0,2300
3287,0,1,1,0,2687
3288,0,1,1,0,2751
3289,0,1,0,0,2117
3290,0,1,0,0,2003
3291,0,1,0,0,2301
3292,0,0,1,1,977
3293,0,1,1,0,1203
3294,0,1,1,0,1773
3295,0,0,0,0,2039
3296,0,1,0,0,2465
3297,0,1,1,0,2279
3298,0,1,0,0,1742
3299,0,1,0,0,447
3300,0,1,0,0,1302
3301,0,0,0,0,1072
3302,1,1,1,0,2372
3303,0,0,0,0,2047
3304,0,0,0,0,1084
3305,0,1,0,0,449
3306,0,0,0,0,1159
3307,0,1,0,0,1628
3308,0,0,1,0,4693
3309,0,0,1,0,873
3310,1,1,0,1,1016
3311,0,1,0,0,3225
3312,0,1,0,0,703
3313,0,1,1,0,4338
3314,0,1,1,0,1525
3315,0,1,0,0,2072
3316,0,1,1,0,2945
3317,0,0,0,0,1563
3318,0,0,0,0,1691
3319,0,1,1,0,2205
3320,0,0,0,1,1450
3321,0,1,1,0,1279
3322,0,1,0,0,2525
3323,0,1,1,0,566
3324,0,1,0,0,3144
3325,0,1,1,0,1556
3326,1,0,0,1,730
3327,0,1,1,0,964
3328,0,1,1,0,2097
3329,0,1,1,0,497
3330,0,1,1,0,4630
3331,0,0,1,0,1282
3332,0,0,0,0,2019
3333,0,1,1,0,1525
3334,0,1,1,0,2008
3335,1,1,0,0,580
3336,0,1,1,0,1145
3337,0,0,1,0,1957
3338,0,1,1,0,2369
3339,0,1,0,0,3757
3340,0,1,1,0,936
3341,0,1,0,0,3510
3342,0,0,0,0,1626
3343,0,1,1,0,2794
3344,0,1,1,0,1744
3345,0,0,0,1,1458
3346,0,1,0,0,2800
3347,0,1,1,0,3199
3348,0,1,0,0,2873
3349,0,1,0,0,5304
3350,0,1,1,0,2311
3351,0,1,1,0,2167
3352,1,1,1,0,2744
3353,0,1,0,0,1607
3354,0,1,1,0,920
3355,0,1,0,0,2603
3356,0,1,1,0,1362
3357,0,0,1,0,1206
3358,0,0,0,0,899
3359,1,0,0,0,3758
3360,0,1,1,0,2223
3361,0,1,0,0,2082
3362,0,1,0,0,1715
3363,0,1,1,0,3208
3364,0,1,1,0,4277
3365,0,1,1,0,1653
3366,0,1,0,0,2131
3367,0,0,0,1,2307
3368,0,1,0,0,2593
3369,0,1,0,0,574
3370,0,1,0,0,2316
3371,0,1,0,0,2541
3372,0,1,1,0,4124
3373,0,1,1,0,1849
3374,0,1,0,0,1504
3375,1,1,1,0,2831
3376,1,0,0,0,998
3377,0,1,1,0,2399
3378,0,1,0,0,2088
3379,0,1,1,0,1969
3380,0,1,1,0,3630
3381,0,1,1,0,1987
3382,0,1,1,0,2524
3383,0,0,1,0,1123
3384,0,1,0,0,1911
3385,0,1,1,0,2134
3386,0,1,0,0,1406
3387,0,1,0,0,2267
3388,0,0,0,0,1853
3389,0,0,0,0,2116
3390,0,1,1,0,3040
3391,0,0,1,0,1033
3392,0,1,1,0,3136
3393,0,1,0,0,1953
3394,0,1,1,0,2600
3395,0,1,1,0,2229
3396,0,1,1,0,610
3397,0,1,1,0,1630
3398,0,1,1,0,2123
3399,0,1,1,0,4099
3400,0,1,1,0,2033
3401,0,1,1,0,2893
3402,0,1,0,0,575
3403,1,1,0,0,1619
3404,0,1,1,0,2367
3405,0,1,1,0,3308
3406,0,1,0,0,2115
3407,0,1,1,0,1772
3408,0,1,1,0,1934
3409,0,1,1,0,2607
3410,1,1,1,0,4264
3411,0,1,0,0,2001
3412,0,1,1,0,1475
3413,0,0,0,0,1243
3414,0,1,1,0,2759
3415,1,1,1,0,1138
3416,1,1,0,0,483
3417,0,1,0,0,2927
3418,0,1,1,0,7383
3419,0,1,1,0,3079
3420,0,1,1,0,1613
3421,0,1,1,0,1132
3422,0,0,1,0,1361
3423,0,1,1,0,4063
3424,0,1,1,0,4810
3425,1,1,1,0,4753
3426,0,1,0,0,2259
3427,0,1,0,0,2131
3428,0,0,1,0,1038
3429,0,1,1,0,2311
3430,0,1,1,0,1066
3431,0,1,1,0,4901
3432,0,0,1,0,2471
3433,0,1,1,0,3548
3434,0,1,0,0,1021
3435,0,1,0,0,2742
3436,0,1,0,0,2070
3437,0,1,0,0,1110
3438,0,0,0,1,497
3439,0,0,1,0,1803
3440,0,1,0,0,2170
3441,0,1,0,0,1581
3442,0,1,0,0,1542
3443,0,0,1,0,2181
3444,0,1,0,0,1936
3445,0,1,1,0,1921
3446,1,1,1,0,1296
3447,0,1,1,0,2583
3448,0,1,1,0,1104
3449,0,0,0,0,1035
3450,0,0,1,0,1127
3451,0,1,1,0,1051
3452,0,1,0,0,2612
3453,0,1,1,0,989
3454,0,1,1,0,3043
3455,0,1,0,0,2829
3456,0,1,1,0,1726
3457,1,1,0,0,2610
3458,0,1,1,0,1853
3459,0,1,1,0,1112
3460,0,1,1,0,1057
3461,0,1,0,0,2226
3462,0,0,0,0,1337
3463,0,0,1,1,844
3464,0,1,1,0,2390
3465,0,1,1,0,1597
3466,0,1,1,0,595
3467,0,0,0,0,591
3468,1,1,1,0,786
3469,0,1,1,0,2178
3470,0,0,0,0,1980
3471,0,1,0,0,696
3472,0,1,1,0,2419
3473,0,1,0,0,3465
3474,0,1,0,0,1618
3475,0,1,1,0,1709
3476,0,0,1,0,235
3477,0,1,1,0,1665
3478,0,1,1,0,3836
3479,0,1,0,0,2847
3480,1,1,1,0,3172
3481,0,1,1,0,1224
3482,0,1,1,0,591
3483,0,1,0,0,1603
3484,0,1,1,0,632
3485,0,1,1,0,563
3486,0,1,0,0,4220
3487,0,1,0,0,3678
3488,0,0,0,0,2020
3489,0,0,1,0,1946
3490,0,0,0,0,1117
3491,0,1,0,0,2663
3492,0,1,0,0,1285
3493,0,1,0,0,2477
3494,0,1,0,0,1230
3495,0,1,1,0,594
3496,0,1,0,0,2455
3497,0,1,0,0,3163
3498,0,1,0,0,1723
3499,0,1,0,0,1681
3500,0,1,0,0,2557
3501,0,1,1,0,808
3502,0,0,0,0,1830
3503,1,1,0,0,1751
3504,0,1,1,0,3885
3505,0,1,1,0,2863
3506,0,1,0,0,3192
3507,0,0,0,1,1858
3508,0,1,1,0,1185
3509,0,0,0,0,2734
3510,0,1,1,0,1719
3511,0,1,1,0,3911
3512,0,1,0,0,2466
3513,0,1,0,0,1544
3514,0,0,0,0,3285
3515,0,1,1,0,1720
3516,0,1,1,0,1285
3517,0,1,0,0,2632
3518,0,0,1,0,1148
3519,0,1,0,0,574
3520,0,1,1,0,2879
3521,0,1,1,0,2640
3522,0,1,1,0,1591
3523,0,1,0,0,2108
3524,0,1,1,0,1256
3525,0,0,1,0,4166
3526,0,1,1,0,3571
3527,0,1,1,0,2444
3528,0,1,0,0,2196
3529,0,1,1,0,2394
3530,0,1,0,0,3360
3531,0,1,1,0,3060
3532,0,0,0,0,877
3533,0,1,1,0,2191
3535,0,1,0,0,1489
3536,0,1,1,0,591
3537,0,1,1,0,1295
3538,0,1,1,0,3003
3539,0,1,0,0,1171
3540,0,1,0,0,1615
3541,0,1,0,0,1725
3542,0,0,1,0,1764
3543,0,1,1,0,596
3544,0,1,0,0,1178
3546,0,1,1,0,1624
3547,0,1,0,0,523
3548,1,1,1,0,3735
3549,0,1,1,0,1406
3550,0,1,0,0,1604
3551,0,1,0,0,1564
3552,0,1,1,0,1839
3553,0,1,1,0,3851
3554,0,0,0,0,1406
3555,0,1,1,0,2037
3556,0,1,1,0,5801
3557,1,1,1,0,1109
3558,0,1,0,0,2506
3559,0,1,1,0,3525
3560,0,1,1,0,591
3561,0,1,1,0,1481
3562,0,0,1,0,583
3563,0,1,0,0,1918
3564,0,1,0,0,1568
3565,0,0,1,0,1733
3566,0,1,1,0,3518
3567,0,1,1,0,3870
3568,0,0,0,0,1692
3569,0,1,1,0,1144
3570,0,1,1,0,2769
3571,0,1,1,0,3460
3572,0,1,1,0,2196
3573,0,1,1,0,2072
3574,0,1,1,0,649
3575,0,1,1,0,639
3576,0,1,0,0,1900
3577,0,1,0,0,5006
3578,0,0,1,0,98
3579,0,1,0,0,1650
3580,0,1,1,0,2714
3581,0,1,1,0,2289
3582,0,1,0,0,1492
3583,0,1,0,0,1571
3584,0,1,1,0,1628
3585,0,1,1,0,2738
3586,0,1,1,0,1648
3587,0,0,1,0,1186
3588,0,1,1,0,1777
3589,0,1,0,0,1416
3590,0,0,0,0,819
3591,0,1,0,0,2230
3592,0,1,1,0,1469
3593,1,1,1,0,2052
3594,0,1,1,0,1358
3595,0,1,0,0,2867
3596,0,0,0,0,621
3597,0,1,0,0,1308
3598,0,0,0,0,99
3599,0,0,1,0,2208
3600,0,1,0,0,1689
3601,1,0,1,0,1631
3602,0,1,1,0,2881
3603,0,1,0,0,1468
3604,0,0,0,0,1773
3605,0,1,1,0,1356
3606,0,0,1,0,3087
3607,0,1,1,0,2852
3608,0,1,0,1,1442
3609,1,1,0,1,1016
3610,0,1,0,0,2718
3611,0,1,0,1,1448
3612,0,1,0,0,1488
3613,0,1,0,0,1644
3614,0,1,0,1,1414
3615,0,1,0,1,1480
3616,0,1,1,0,2187
3617,0,1,0,0,2352
3618,0,1,0,1,1432
3619,0,1,0,0,2470
3620,0,1,1,0,1848
3621,0,1,0,0,2488
3622,0,1,1,0,2546
3623,0,1,0,0,1944
3624,0,1,1,0,2141
3625,0,1,0,0,1944
3626,0,1,0,0,1948
3627,0,1,0,1,4269
3628,0,1,0,0,2451
3629,0,1,0,0,2423
3630,0,1,0,0,3102
3631,0,1,0,0,2575
3632,0,1,0,0,1363
3633,0,1,1,0,1857
3634,0,1,0,0,3071
3635,0,1,1,0,1844
3636,0,1,0,0,2866
3637,0,1,1,0,783
3638,0,1,0,0,598
3639,0,1,1,0,3123
3640,0,1,1,0,2878
3641,0,1,1,0,2737
3642,0,1,1,0,1900
3643,0,1,1,0,1771
3644,1,0,0,1,2474
3645,0,1,0,0,1827
3646,0,1,1,0,1220
3647,0,0,0,0,2742
3648,0,1,0,0,2478
3649,0,1,0,0,2258
3650,1,1,1,0,3497
3651,0,1,0,0,2480
3652,0,1,1,0,1963
3653,0,1,1,0,3752
3654,0,1,0,0,2859
3655,0,1,1,0,1216
3656,0,1,0,0,2812
3657,0,0,0,0,677
3658,0,1,0,0,3930
3659,0,1,0,0,3598
3660,1,1,0,0,2338
3661,0,1,0,0,1199
3662,0,0,0,0,435
3663,0,1,0,0,1656
3664,0,1,1,0,2823
3665,0,1,1,0,2428
3666,0,1,1,0,1158
3667,0,1,1,0,1074
3668,0,0,1,0,651
3669,0,1,1,0,1928
3670,0,1,1,0,1597
3671,0,0,1,0,775
3672,0,1,1,0,594
3673,0,1,0,0,1418
3674,1,0,0,0,1375
3675,0,1,1,0,2835
3676,0,1,1,0,1925
3677,0,1,1,0,1205
3678,0,1,1,0,745
3679,0,0,0,0,854
3680,0,1,1,0,3493
3681,0,1,1,0,1577
3682,0,0,0,0,1775
3683,0,1,0,0,876
3684,0,1,0,0,1268
3685,0,1,0,0,1777
3686,0,0,0,0,1637
3687,0,1,1,0,1878
3688,0,1,1,0,1173
3689,0,0,1,0,743
3690,0,1,1,0,528
3691,0,1,0,0,2060
3692,0,1,1,0,1472
3693,0,1,1,0,2454
3694,0,0,1,0,1046
3695,0,1,0,0,2910
3696,0,1,0,0,2714
3697,0,0,1,0,1176
3698,0,0,1,0,2235
3699,0,0,1,0,1162
3700,0,1,1,0,3829
3701,0,1,1,0,2584
3702,0,1,1,0,2668
3703,0,0,0,0,3341
3704,0,0,0,0,1352
3705,0,1,0,0,1095
3706,0,0,1,0,220
3707,0,1,0,0,4837
3708,0,1,0,0,2005
3709,0,1,0,0,2899
3710,0,1,1,0,2330
3711,0,1,1,1,1563
3712,0,1,1,0,1598
3713,0,0,0,0,1516
3714,0,1,1,0,1735
3715,0,1,0,0,3254
3716,0,0,1,0,2472
3717,0,1,1,0,1919
3718,0,1,1,0,2768
3719,0,1,1,0,2928
3720,0,1,0,0,1589
3721,0,1,1,0,1899
3722,0,1,1,0,1402
3723,0,0,0,1,4154
3724,1,1,0,0,2004
3725,0,1,1,0,1221
3726,0,1,1,0,3489
3727,0,0,0,0,2043
3728,0,1,1,0,3322
3729,0,1,0,0,2236
3730,1,1,0,0,2412
3731,0,0,0,0,1904
3732,0,1,1,0,1122
3733,0,1,0,0,2580
3734,0,1,1,0,4950
3735,0,0,1,0,1997
3736,0,0,0,0,966
3737,1,1,0,0,790
3738,0,1,0,0,3010
3739,0,1,1,0,1752
3740,0,1,1,0,3788
3741,0,1,1,0,2879
3742,0,1,1,0,504
3743,0,0,1,0,543
3744,0,1,1,0,2340
3745,0,1,1,0,2885
3746,0,1,0,0,1741
3747,0,1,0,0,1632
3748,0,1,0,0,2477
3749,0,1,1,0,1892
3750,0,1,1,0,887
3751,0,1,0,0,2679
3752,0,1,0,0,2240
3753,0,0,1,0,885
3754,0,1,0,0,2347
3755,0,1,0,0,3199
3756,0,1,0,0,3110
3757,0,1,1,0,1735
3758,0,0,0,0,1314
3759,0,1,0,0,2870
3760,0,1,1,0,1563
3761,0,1,1,0,1809
3762,0,1,0,0,1577
3763,0,1,1,0,1111
3764,0,1,1,0,2364
3765,0,1,1,0,484
3766,0,0,1,0,1047
3767,0,1,1,0,2214
3769,0,1,0,0,944
3770,0,1,0,0,1682
3771,0,1,1,0,2289
3772,0,1,1,0,996
3773,0,1,0,0,3627
3774,0,1,1,0,1562
3775,0,1,0,0,241
3776,0,1,1,0,647
3777,0,1,1,0,4783
3778,0,1,0,0,1755
3779,0,1,0,0,1471
3780,0,0,1,0,1531
3781,0,1,1,0,1981
3782,0,1,1,0,3509
3783,0,0,0,0,607
3784,0,0,0,0,416
3785,0,1,1,0,1657
3786,0,1,0,0,2408
3787,0,0,0,0,1549
3788,0,1,1,0,1866
3789,0,1,1,0,1739
3790,0,1,0,0,2538
3791,0,1,0,0,2461
3792,0,1,0,0,1625
3793,0,1,1,0,1284
3794,0,1,1,0,2093
3795,0,1,1,0,572
3796,0,1,0,0,570
3797,0,1,1,0,4250
3798,0,1,0,0,2550
3799,0,1,1,0,2277
3800,0,1,1,0,2440
3801,0,1,1,0,596
3802,0,1,0,0,2339
3803,0,1,1,0,1607
3804,0,1,0,0,2266
3805,0,0,0,0,513
3806,0,1,0,0,2150
3807,0,1,0,1,1287
3808,0,1,1,0,1892
3809,0,1,0,0,2081
3810,0,0,0,0,758
3811,0,1,1,0,2146
3812,0,0,0,0,1480
3813,0,1,1,0,1887
3814,0,0,0,0,1705
3815,0,1,0,0,1701
3816,0,0,0,0,2781
3817,0,1,0,0,1835
3818,1,1,1,0,2051
3819,0,1,1,0,1397
3820,0,0,0,0,789
3821,0,1,0,0,1930
3822,0,1,0,0,4751
3823,0,0,1,0,327
3824,0,1,0,0,4825
3825,0,1,0,0,2189
3826,0,1,0,0,1601
3827,0,0,0,0,1338
3828,0,1,1,0,3315
3829,0,1,1,0,1750
3830,0,0,0,0,1106
3831,0,0,1,0,1705
3832,0,0,1,0,1698
3833,0,1,1,0,1576
3834,0,1,0,0,1189
3835,0,1,1,0,1490
3836,0,1,1,0,1278
3837,0,1,0,0,1667
3838,0,1,1,0,1501
3839,0,0,1,0,1599
3840,0,1,1,0,2342
3841,0,1,1,0,387
3842,0,1,1,0,1203
3843,0,0,0,0,584
3844,0,1,0,0,4769
3845,0,0,0,0,2092
3846,0,1,0,0,2423
3847,0,1,1,0,3786
3848,0,0,1,0,1122
3849,0,1,1,0,2903
3850,0,1,1,0,626
3851,0,1,1,0,2332
3852,1,1,1,0,2322
3853,0,1,1,0,1879
3854,0,1,0,0,1980
3855,0,1,0,0,2404
3856,0,1,0,0,3575
3857,0,1,1,0,966
3858,0,0,1,0,1770
3859,0,0,1,0,1010
3860,0,1,1,0,1658
3861,0,1,0,0,2421
3862,1,0,1,0,2487
3863,0,1,1,0,2698
3864,0,1,0,0,665
3865,0,1,0,0,2073
3866,0,1,1,0,1880
3867,0,1,1,0,1475
3868,0,0,1,0,662
3869,0,1,0,0,1707
3870,0,1,0,0,6909
3871,0,1,1,0,1143
3872,0,1,1,0,2237
3873,0,1,1,0,4492
3874,0,1,1,0,2380
3875,0,1,0,0,2474
3876,0,0,1,0,1700
3877,0,1,1,0,3224
3878,0,0,0,0,2141
3879,0,0,0,0,847
3880,0,1,1,0,760
3881,0,0,0,1,1835
3882,0,0,1,0,4892
3883,0,1,1,0,2582
3884,0,1,1,0,2371
3885,0,1,1,0,510
3886,0,1,0,0,2127
3887,0,1,1,0,2630
3888,0,1,1,0,903
3889,0,1,1,0,509
3890,0,1,1,0,2858
3891,0,1,0,0,1911
3892,0,0,0,0,3329
3894,0,1,1,0,1844
3895,0,1,0,0,4115
3896,0,1,1,0,1957
3897,0,0,0,0,1956
3898,0,1,0,0,2643
3899,0,1,1,0,3172
3900,0,1,0,0,1529
3901,0,1,0,0,1103
3902,0,1,0,0,2074
3903,0,1,1,0,1644
3904,0,1,1,0,1924
3905,0,0,1,0,4074
3906,0,1,1,0,3745
3907,0,1,1,0,2358
3908,0,1,1,0,2942
3909,0,1,1,0,2066
3910,0,1,0,0,3248
3911,0,1,1,0,2843
3912,0,1,1,0,1864
3913,0,1,1,0,2469
3914,0,1,1,0,2353
3915,0,1,1,0,2084
3916,0,1,1,0,2343
3917,0,0,1,0,126
3918,0,1,1,0,1901
3919,0,1,1,0,3376
3920,0,1,1,0,2659
3921,0,0,1,0,1774
3922,0,0,1,0,554
3923,0,1,0,0,1216
3924,0,0,1,0,780
3925,0,1,1,0,2207
3926,0,1,0,0,4950
3927,0,1,0,0,949
3928,0,0,0,0,2902
3929,0,0,0,0,1496
3930,0,0,1,0,679
3931,0,1,1,0,1321
3932,0,1,1,0,3582
3933,0,1,1,1,2515
3934,0,1,0,0,2198
3935,0,1,1,0,2420
3936,0,1,1,0,980
3937,0,1,1,0,2433
3938,0,0,1,0,511
3939,0,1,0,0,2530
3940,0,1,1,0,1923
3941,1,1,0,1,1021
3942,0,1,1,0,1938
3943,0,1,1,0,1112
3944,0,1,0,0,3602
3945,0,1,1,0,1999
3946,0,1,1,0,2237
3947,0,1,1,1,2640
3948,0,1,1,0,1919
3949,0,1,0,0,2174
3950,0,1,1,0,1416
3951,0,1,0,0,2023
3952,0,1,1,0,2533
3953,0,1,1,0,2637
3954,0,1,1,0,3325
3955,0,0,1,0,1638
3956,0,1,1,0,2180
3957,0,1,0,0,2348
3958,0,0,1,0,116
3959,0,1,0,0,1538
3960,0,0,1,0,1911
3961,0,1,1,0,665
3962,0,1,0,0,5093
3963,0,1,1,0,921
3964,0,1,1,0,1586
3965,0,1,1,0,1987
3966,0,1,1,0,1367
3967,0,1,1,0,1434
3968,0,1,1,0,1598
3969,0,1,1,0,1794
3970,0,1,1,0,4319
3971,0,1,0,0,2718
3972,0,1,0,0,2447
3973,0,1,0,0,1082
3974,0,1,1,0,3623
3975,0,0,0,0,864
3976,0,1,0,0,2479
3977,0,1,1,0,464
3978,0,0,1,0,1754
3979,0,1,1,0,2263
3980,0,1,1,0,1811
3981,0,1,0,0,1756
3982,0,1,1,0,1217
3983,0,1,0,0,1052
3984,0,1,0,0,401
3985,0,0,1,0,1021
3986,0,1,1,0,1595
3987,1,0,0,0,806
3988,0,0,1,0,3395
3989,0,0,0,0,1119
3990,0,1,0,0,2419
3991,0,1,0,0,3286
3992,0,1,0,0,2428
3993,0,1,0,0,2261
3994,0,1,1,0,5560
3995,0,1,1,0,1817
3996,0,1,1,0,2243
3997,0,1,1,0,2069
3998,0,1,0,0,2387
3999,0,1,1,0,4472
