,telecommuting,has_company_logo,has_questions,fraudulent,salary_min,salary_max,employment_type_-,employment_type_Contract,employment_type_Full-time,employment_type_Other,employment_type_Part-time,employment_type_Temporary,required_experience_-,required_experience_Associate,required_experience_Director,required_experience_Entry level,required_experience_Executive,required_experience_Internship,required_experience_Mid-Senior level,required_experience_Not Applicable,required_education_-,required_education_Associate Degree,required_education_Bachelor's Degree,required_education_Certification,required_education_Doctorate,required_education_High School or equivalent,required_education_Master's Degree,required_education_Professional,required_education_Some College Coursework Completed,required_education_Some High School Coursework,required_education_Unspecified,required_education_Vocational,required_education_Vocational - Degree,required_education_Vocational - HS Diploma,title_vector,location_vector,department_vector,company_profile_vector,description_vector,requirements_vector,benefits_vector,industry_vector,function_vector,predicao
3824,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0051284004,0.19808423519134521,0.24436213076114655,0.029908834025263786,0.03137458488345146,0.02907802164554596,0.06381460279226303,-0.05194984748959541,0.24436213076114655,0.0
3832,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007928559,0.060733068734407425,0.0924716666340828,-0.016181953251361847,0.008405888453125954,0.003092441475018859,0.0,0.0,0.0,0.0
3834,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17087254,0.11525097489356995,0.029656369239091873,-0.03447936847805977,0.009342599660158157,0.018585670739412308,0.09244462102651596,-0.05038096383213997,0.24436213076114655,0.0
3843,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11102738,0.0034385633189231157,0.0,-0.07823614031076431,0.01575496233999729,0.0,0.0,-0.08405696600675583,0.0,0.0
3853,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.091578506,0.095675028860569,0.1061616912484169,0.014555875211954117,0.015539121814072132,-0.009071704931557178,0.0,0.14018049836158752,-0.28559598326683044,0.0
3854,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049661692,0.061259590089321136,0.0,0.009811759926378727,0.050788067281246185,-0.030497724190354347,0.0,0.0,0.0,0.0
3869,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015006914,0.061259590089321136,0.0,0.009811759926378727,0.013959825038909912,-0.02894449047744274,0.0,0.0,0.0,0.0
3878,0,0,0,0,55000,75000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.018135877,0.06428540498018265,0.0,0.0,0.03245355561375618,0.0,0.06760870665311813,-0.08084625005722046,0.0924716666340828,0.0
3896,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00105196,0.17983469367027283,0.0,0.024533845484256744,0.0036573081742972136,-0.020757680758833885,0.1248510479927063,-0.03708634898066521,0.11565286666154861,0.0
3898,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058834483,-0.021072575822472572,0.0,-0.003572591580450535,0.016688579693436623,0.029424725100398064,0.0564986988902092,0.09558368474245071,0.0924716666340828,0.0
3903,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030521944,0.06640347838401794,0.24436213076114655,-0.039824940264225006,0.03180230036377907,0.02753695473074913,0.0,-0.08582908660173416,0.24436213076114655,0.0
3904,0,1,1,0,80000,110000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07640428,0.2211151272058487,0.0,-0.023084603250026703,0.02199377492070198,0.018372755497694016,0.04853611811995506,-0.03708634898066521,0.11565286666154861,0.0
3910,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037324853,0.1210053339600563,0.0,0.008933285251259804,0.017110159620642662,0.013149823993444443,0.0,0.0,0.0,0.0
3912,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03212982,0.037648774683475494,0.0,0.01633988507091999,0.04267602041363716,-0.002935898257419467,0.0843467265367508,0.11310556530952454,-0.07160104811191559,0.0
3915,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06416953,0.3389737606048584,0.0,0.003301831427961588,0.022008948028087616,-0.010904612950980663,0.0061765373684465885,0.0,0.0,0.0
3918,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006871504,0.11064659804105759,0.06444379687309265,-0.029603559523820877,-0.008718657307326794,0.012890566140413284,0.0,0.11310556530952454,0.0924716666340828,0.0
3922,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.03665447,0.11973053961992264,0.0,0.10594894737005234,-0.030589638277888298,-0.05913239344954491,0.0,0.017717182636260986,0.0,0.0
3923,0,1,0,0,66000,84000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.048121076,0.006663490552455187,0.027461204677820206,0.02919960767030716,-0.01610427536070347,-0.059333525598049164,0.0,-0.08084625005722046,-0.10149919241666794,0.0
3930,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.006722523,0.006201688200235367,0.0,0.0,-0.0617271326482296,0.0,0.0,0.017717182636260986,0.0,0.0
3933,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0026341504,0.058749713003635406,-0.3004835844039917,-0.00938324723392725,-0.026114292442798615,-0.006110182031989098,0.07428988814353943,-0.3004835844039917,0.025582903996109962,1.0
3935,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018757086,0.3389737606048584,0.0,0.008393027819693089,0.006388564594089985,-0.01197658572345972,0.03688058257102966,-0.08405696600675583,-0.07160104811191559,0.0
3937,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117840976,-0.08451381325721741,0.0,0.041754502803087234,0.047929443418979645,-0.04821222648024559,0.08560963720083237,0.0,0.0,0.0
3947,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.030117787,0.058749713003635406,-0.3004835844039917,-0.00938324723392725,-0.026704950258135796,-0.04883064329624176,0.07428988814353943,-0.3004835844039917,0.025582903996109962,1.0
3949,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03177558,0.06217760965228081,0.0,0.009811759926378727,0.04018105939030647,0.013994620181620121,0.0,0.0,0.0,0.0
3956,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10172409,0.12070045620203018,0.0,0.0036696495953947306,-0.012376043945550919,-0.012937483377754688,0.03887009993195534,0.0,0.0,0.0
3957,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05462851,-0.08451381325721741,0.0,0.0016797411954030395,0.010484172962605953,0.01656641997396946,0.0,-0.07217704504728317,0.11565286666154861,0.0
3960,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.066557005,0.0031571334693580866,0.0,0.0,0.020462702959775925,0.06342066079378128,0.0,-0.08405696600675583,-0.07160104811191559,0.0
3962,0,1,0,0,30000,450000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.034172807,0.11064659804105759,0.0,-0.0033389993477612734,0.025851039215922356,-0.009979601949453354,0.06052018329501152,-0.023350419476628304,0.24436213076114655,0.0
3968,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044866934,0.095675028860569,0.0,0.014555875211954117,0.022148778662085533,0.010970610193908215,0.1493137925863266,0.0,0.0,0.0
3971,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049669553,0.08442804217338562,0.11795704811811447,-0.00222577597014606,0.005984446499496698,0.0,0.0,-0.06848020851612091,0.13140377402305603,0.0
3973,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006624665,0.07468094676733017,0.0,0.06184729188680649,0.024100618436932564,0.0,0.0,0.0,0.029355652630329132,0.0
3974,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.02910624,0.1152149960398674,0.2928345501422882,0.021097423508763313,0.03492911532521248,0.012068726122379303,0.10735365003347397,-0.11284025013446808,0.06613431125879288,0.0
3975,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051838998,-0.0004085540713276714,0.0,-0.07823614031076431,-0.011075024493038654,0.0,0.0,0.023016545921564102,0.0,0.0
3976,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07398286,0.061259590089321136,0.0,0.009811759926378727,0.039732035249471664,-0.04768935590982437,0.0,0.0,0.0,0.0
3979,0,1,1,0,65000,75000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.012166819,-0.011126990430057049,0.0,-0.07229896634817123,0.014865351840853691,0.028453638777136803,0.0,-0.2344554364681244,0.11565286666154861,0.0
3988,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10088209,-0.0027122581377625465,0.11597000807523727,0.0,0.043407730758190155,0.056811388581991196,0.09196121990680695,0.0,0.0,0.0
3999,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.13413012,0.050849419087171555,0.0,0.049115024507045746,-0.016651757061481476,0.026481401175260544,0.0320088230073452,0.023016545921564102,0.013339783065021038,0.0
4005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090976,0.025402231141924858,0.0,0.05663558095693588,0.015082623809576035,0.0,0.0,-0.02119147777557373,0.0,0.0
4006,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035594586,0.029737219214439392,0.019708022475242615,-0.02789164148271084,0.010681717656552792,0.0,0.0,-0.09933223575353622,-0.07160104811191559,0.0
4008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.057094794,0.061259590089321136,0.0,0.009811759926378727,-0.04628971591591835,0.02590029500424862,0.0,-0.11140517890453339,0.0,0.0
4010,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.07386785,0.10124585032463074,0.0,0.0,0.031864892691373825,0.053007591515779495,0.11641544103622437,-0.08405696600675583,-0.07160104811191559,0.0
4016,0,0,0,0,60000,75000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08258243,0.11934488266706467,0.12400367110967636,0.0,0.015783315524458885,0.012960913591086864,0.11443404108285904,-0.11284025013446808,-0.022310519590973854,0.0
4019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10882524,-0.0004085540713276714,0.24436213076114655,0.05089157074689865,0.0283193439245224,0.009796529076993465,0.0933208167552948,-0.07217704504728317,0.24436213076114655,0.0
4021,0,1,1,0,16000,19200,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.015350845,0.11064659804105759,0.0924716666340828,0.002968550892546773,0.042748693376779556,-0.038680434226989746,0.05843936279416084,-0.0048846895806491375,0.0924716666340828,0.0
4025,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037430655,0.011309057474136353,0.0,-0.02422386221587658,-0.025883948430418968,0.0,0.0,0.0,0.0,0.0
4031,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027891168,-0.01278875395655632,0.0,-0.096096932888031,0.019272757694125175,0.017184676602482796,-0.014315185137093067,-0.09831845015287399,0.0,0.0
4036,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07393969,0.061259590089321136,0.0,0.009811759926378727,0.039732035249471664,-0.04768829047679901,0.0,0.0,0.0,0.0
4040,0,1,1,0,60000,90000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.032880023,0.1152149960398674,0.0,0.005536400713026524,0.031385406851768494,0.007695275358855724,0.12706737220287323,-0.03708634898066521,0.0924716666340828,0.0
4041,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.057481695,0.16213208436965942,0.2928345501422882,-0.0032974807545542717,0.028342604637145996,0.04400534927845001,0.06248151883482933,-0.07217704504728317,-0.07160104811191559,0.0
4043,0,1,1,0,13,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15033962,0.08803368359804153,0.0,-0.024219177663326263,-0.0017882751999422908,0.03464676812291145,0.08282843232154846,-0.11565808206796646,0.13140377402305603,0.0
4044,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.024234986,0.08619996905326843,0.09486623853445053,0.0031632697209715843,0.040398839861154556,0.006829099729657173,0.09244401752948761,-0.03708634898066521,0.09486623853445053,0.0
4049,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00016013741,0.061259590089321136,0.0,0.009811759926378727,0.03544704243540764,-0.03764749690890312,0.0,0.0,0.0,0.0
4052,0,0,0,1,21,63000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07047541,0.1152149960398674,0.13140377402305603,0.0,0.018979163840413094,0.0038374033756554127,0.10486802458763123,-0.20944009721279144,0.13140377402305603,1.0
4053,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009692537,-0.01924479752779007,0.0,0.0,0.04981019347906113,0.0,0.0,0.023016545921564102,0.13140377402305603,1.0
4055,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035027575,0.0,0.0,0.012125873938202858,0.015428277663886547,0.0,0.0,0.0,0.0,0.0
4056,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014914951,0.06217760965228081,0.0,0.009811759926378727,0.01893615536391735,-0.0213069636374712,0.0,0.0,0.0,0.0
4058,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040226575,0.061259590089321136,0.0,0.009811759926378727,0.04018105939030647,0.013918258249759674,0.0,0.0,0.0,0.0
4063,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113647826,0.011580253951251507,0.0,-0.04506576061248779,0.009434925392270088,-0.09973223507404327,0.06504427641630173,0.0,0.13140377402305603,0.0
4070,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1022395,0.06491734832525253,0.13140377402305603,0.0,-0.021504662930965424,-0.014584840275347233,0.044449225068092346,0.023016545921564102,0.13140377402305603,1.0
4074,0,1,1,0,15000,18000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.086908445,0.01512285228818655,0.10441331565380096,0.012067084200680256,-0.017231665551662445,0.011564868502318859,0.037266045808792114,-0.09512142837047577,0.0924716666340828,0.0
4079,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.060941868,0.11064659804105759,0.0,-0.007812541909515858,0.02430274337530136,0.006676902994513512,0.0666227713227272,-0.08084625005722046,0.24436213076114655,0.0
4080,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047893386,-0.08451381325721741,-0.00019928858091589063,0.0,0.012463736347854137,-0.009732192382216454,0.0,0.0,0.0,0.0
4086,0,1,0,0,45000,50000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036217574,0.007949377410113811,0.026286277920007706,-0.00254976749420166,-0.02701255865395069,-0.0018042254960164428,0.0030109139624983072,-0.15299932658672333,-0.28559598326683044,0.0
4092,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.102265686,0.0,0.0,-0.043612170964479446,-0.007335790432989597,0.010331116616725922,0.0,-0.08405696600675583,0.0,0.0
4099,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.05306687,0.10878538340330124,0.0,0.031220121309161186,0.014268644154071808,0.039400845766067505,0.0,0.0,-0.024390308186411858,0.0
4100,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07892293,0.03492848947644234,0.0,0.014034123159945011,0.02018503099679947,-0.014145555905997753,0.0,0.024047918617725372,0.0924716666340828,0.0
4101,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18079036,0.08186820894479752,0.11795704811811447,0.0,0.05423558130860329,0.0,0.0,0.0,0.0,0.0
4109,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054499604,0.1152149960398674,0.0,0.02644471637904644,0.04762865602970123,0.10117196291685104,0.0,0.0,0.0,0.0
4111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.034573946,-0.08451381325721741,0.0,-0.05828992277383804,0.0024449729826301336,0.019779598340392113,0.0,-0.07217704504728317,-0.07160104811191559,0.0
4112,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047813088,0.03549604117870331,0.0,0.0,0.01861554943025112,0.0,0.0,0.0,0.0,0.0
4119,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11276141,0.1152149960398674,0.0,-0.02725711092352867,0.01753012277185917,0.0,0.0,-0.13812656700611115,0.025582903996109962,0.0
4120,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00105196,-0.015565960668027401,0.0,-0.005319229327142239,0.03601846471428871,0.017368920147418976,0.0,-0.07217704504728317,-0.07160104811191559,0.0
4126,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04255938,0.08619996905326843,0.2928345501422882,0.0031632697209715843,0.05329982191324234,0.015875698998570442,0.09244401752948761,-0.03708634898066521,-0.05225321650505066,0.0
4130,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.009916872,-0.08451381325721741,0.0,-0.02047913521528244,0.0008594322134740651,0.014449050650000572,0.057888299226760864,0.015070514753460884,0.0,0.0
4132,0,1,1,0,18000,30000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09794311,0.03492848947644234,0.0,0.03825796768069267,0.0014893206534907222,-0.021837295964360237,0.0,-0.09933223575353622,0.09764895588159561,0.0
4133,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.032359183,-0.0004085540713276714,0.0,-0.04104483127593994,-0.05837200582027435,-0.05406046286225319,0.03077397122979164,-0.08582908660173416,0.0924716666340828,0.0
4135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05871231,-0.0004085540713276714,0.0,0.011671900749206543,0.020558128133416176,0.018140364438295364,0.036955732852220535,0.007954058237373829,0.0,0.0
4137,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07386785,0.02890717051923275,0.0,0.027546212077140808,0.048706501722335815,-0.0032309002708643675,0.0,-0.08405696600675583,-0.07160104811191559,0.0
4138,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033536705,0.2211151272058487,0.0,0.012739069759845734,0.040906790643930435,0.0,0.0,0.0,0.0,0.0
4143,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08815048,0.010590965859591961,0.0,-0.08038926124572754,0.0315149761736393,-0.016303282231092453,0.005807572975754738,-0.023350419476628304,-0.024390308186411858,0.0
4144,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1032538,0.1152149960398674,0.0,0.01133524440228939,0.03438226506114006,0.027961865067481995,0.08076401799917221,0.0,0.0,0.0
4145,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.022310905,0.09040630608797073,0.01921716146171093,-0.037287402898073196,0.0028882455080747604,0.003636484732851386,0.0,0.023016545921564102,0.11704172194004059,1.0
4146,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032991206,-0.08451381325721741,0.0,0.0,0.003358999500051141,0.0,0.0,0.0,-0.07160104811191559,0.0
4147,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04432042,0.06428540498018265,0.0,-0.04762871190905571,0.046037983149290085,0.012030643410980701,0.07775392383337021,0.0,0.0,0.0
4149,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24766827,0.08619996905326843,0.0,0.01679086871445179,0.027808085083961487,0.022890184074640274,0.14489589631557465,0.11310556530952454,0.24436213076114655,0.0
4156,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013429675,0.057858143001794815,0.0,0.03377445787191391,0.05157003551721573,0.010375137440860271,0.08365508913993835,0.0,0.0,0.0
4157,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010260425,0.061259590089321136,0.0,0.010857518762350082,0.0013967078411951661,-0.006269656587392092,0.12667201459407806,-0.07217704504728317,-0.10915237665176392,0.0
4159,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06503201,0.061259590089321136,0.0,0.009811759926378727,0.03357793763279915,-0.03510473296046257,0.0,0.0,0.0,0.0
4162,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.025097677,0.09450750052928925,0.0,0.020603768527507782,0.022603977471590042,0.022267432883381844,0.0579252615571022,-0.03708634898066521,0.06613431125879288,0.0
4165,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21032804,0.095675028860569,0.24436213076114655,-0.011341970413923264,-0.010462572798132896,0.01316530816257,0.03624124452471733,0.0,0.24436213076114655,0.0
4167,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04662877,0.05347607657313347,0.0,-0.031327489763498306,-0.01464004721492529,-0.0005718145985156298,-0.03973301500082016,0.0,0.0,0.0
4168,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046802267,0.06593097746372223,0.0,-0.023827970027923584,0.04044561833143234,0.027280710637569427,0.0,0.0,0.0,0.0
4175,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071631945,0.12164738774299622,0.023016545921564102,0.0,0.0313788466155529,-0.0279574915766716,0.0,0.0,0.0,0.0
4183,0,1,1,1,35000,40000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.043207537,0.10739466547966003,-0.050425540655851364,-0.024125467985868454,-0.009116467088460922,0.0001440179330529645,0.08467516303062439,-0.20944009721279144,-0.10149919241666794,1.0
